probe_id,gene_symbol,gene_title,entrez_gene_id,primary_gene_symbol
216191_s_at,TRDV3,T cell receptor delta variable 3,28516,TRDV3
216192_at,FABP7,fatty acid binding protein 7,2173,FABP7
216193_at,,,,
216194_s_at,TBCB,tubulin folding cofactor B,1155,TBCB
216195_at,ANK2,"ankyrin 2, neuronal",287,ANK2
216196_at,,,,
216197_at,,,,
216198_at,,,,
216199_s_at,MAP3K4,mitogen-activated protein kinase kinase kinase 4,4216,MAP3K4
216200_at,PLEKHM1,pleckstrin homology and RUN domain containing M1,9842,PLEKHM1
216201_at,,,,
216202_s_at,SPTLC2,serine palmitoyltransferase long chain base subunit 2,9517,SPTLC2
216203_at,SPTLC2,serine palmitoyltransferase long chain base subunit 2,9517,SPTLC2
216204_at,COMT,catechol-O-methyltransferase,1312,COMT
216205_s_at,MFN2,mitofusin 2,9927,MFN2
216206_x_at,MAP2K7,mitogen-activated protein kinase kinase 7,5609,MAP2K7
216207_x_at,IGKC,immunoglobulin kappa constant,3514,IGKC
216208_s_at,ATF6B,activating transcription factor 6 beta,1388,ATF6B
216209_at,LINC00939,long intergenic non-protein coding RNA 939,400084,LINC00939
216210_x_at,TRIOBP,TRIO and F-actin binding protein,11078,TRIOBP
216211_at,FAM208B,family with sequence similarity 208 member B,54906,FAM208B
216212_s_at,MIR664B///SNORA56///DKC1,"microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1",100847052///677835///1736,MIR664B
216213_at,NEK1,NIMA related kinase 1,4750,NEK1
216214_at,,,,
216215_s_at,RBFOX2,"RNA binding protein, fox-1 homolog 2",23543,RBFOX2
216216_at,SLIT3,slit guidance ligand 3,6586,SLIT3
216217_at,PLCL2,phospholipase C like 2,23228,PLCL2
216218_s_at,PLCL2,phospholipase C like 2,23228,PLCL2
216219_at,AQP6,aquaporin 6,363,AQP6
216220_s_at,ADORA1,adenosine A1 receptor,134,ADORA1
216221_s_at,PUM2,pumilio RNA binding family member 2,23369,PUM2
216222_s_at,MYO10,myosin X,4651,MYO10
216223_at,CPN2,carboxypeptidase N subunit 2,1370,CPN2
216224_s_at,HDAC6,histone deacetylase 6,10013,HDAC6
216225_at,,,,
216226_at,TAF4B,TATA-box binding protein associated factor 4b,6875,TAF4B
216227_at,LOC105379655,uncharacterized LOC105379655,105379655,LOC105379655
216228_s_at,WDHD1,WD repeat and HMG-box DNA binding protein 1,11169,WDHD1
216229_x_at,LOC105379655,uncharacterized LOC105379655,105379655,LOC105379655
216230_x_at,SMPD1,sphingomyelin phosphodiesterase 1,6609,SMPD1
216231_s_at,B2M,beta-2-microglobulin,567,B2M
216232_s_at,GCN1,"GCN1, eIF2 alpha kinase activator homolog",10985,GCN1
216233_at,CD163,CD163 molecule,9332,CD163
216234_s_at,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,5566,PRKACA
216235_s_at,EDNRA,endothelin receptor type A,1909,EDNRA
216236_s_at,SLC2A14///SLC2A3,solute carrier family 2 member 14///solute carrier family 2 member 3,144195///6515,SLC2A14
216237_s_at,MCM5,minichromosome maintenance complex component 5,4174,MCM5
216238_s_at,FGB,fibrinogen beta chain,2244,FGB
216239_at,BBS9,Bardet-Biedl syndrome 9,27241,BBS9
216240_at,MIR1204///PVT1,microRNA 1204///Pvt1 oncogene (non-protein coding),100302185///5820,MIR1204
216241_s_at,TCEA1,transcription elongation factor A1,6917,TCEA1
216242_x_at,UPK3BL///POLR2J3///POLR2J2///POLR2J4///POLR2J,"uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene///RNA polymerase II subunit J",100134938///548644///246721///84820///5439,UPK3BL
216243_s_at,IL1RN,interleukin 1 receptor antagonist,3557,IL1RN
216244_at,IL1RN,interleukin 1 receptor antagonist,3557,IL1RN
216245_at,IL1RN,interleukin 1 receptor antagonist,3557,IL1RN
216246_at,,,,
216247_at,SNORD54///RPS20,"small nucleolar RNA, C/D box 54///ribosomal protein S20",26795///6224,SNORD54
216248_s_at,NR4A2,nuclear receptor subfamily 4 group A member 2,4929,NR4A2
216249_at,PVT1,Pvt1 oncogene (non-protein coding),5820,PVT1
216250_s_at,LPXN,leupaxin,9404,LPXN
216251_s_at,TTLL12,tubulin tyrosine ligase like 12,23170,TTLL12
216252_x_at,FAS,Fas cell surface death receptor,355,FAS
216253_s_at,PARVB,parvin beta,29780,PARVB
216254_at,PARVB,parvin beta,29780,PARVB
216255_s_at,GRM8,glutamate metabotropic receptor 8,2918,GRM8
216256_at,GRM8,glutamate metabotropic receptor 8,2918,GRM8
216257_at,SERPINB13,serpin family B member 13,5275,SERPINB13
216258_s_at,SERPINB13,serpin family B member 13,5275,SERPINB13
216259_at,LOC100506699,uncharacterized LOC100506699,100506699,LOC100506699
216260_at,DICER1,"dicer 1, ribonuclease III",23405,DICER1
216261_at,ITGB3,integrin subunit beta 3,3690,ITGB3
216262_s_at,TGIF2,TGFB induced factor homeobox 2,60436,TGIF2
216263_s_at,NGDN,neuroguidin,25983,NGDN
216264_s_at,LAMB2,laminin subunit beta 2,3913,LAMB2
216265_x_at,MYH7,"myosin, heavy chain 7, cardiac muscle, beta",4625,MYH7
216266_s_at,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1,10565,ARFGEF1
216267_s_at,TMEM115,transmembrane protein 115,11070,TMEM115
216268_s_at,JAG1,jagged 1,182,JAG1
216269_s_at,ELN,elastin,2006,ELN
216270_at,ILVBL,ilvB acetolactate synthase like,10994,ILVBL
216271_x_at,SYDE1,synapse defective Rho GTPase homolog 1,85360,SYDE1
216272_x_at,SYDE1,synapse defective Rho GTPase homolog 1,85360,SYDE1
216273_at,ZNF460,zinc finger protein 460,10794,ZNF460
216274_s_at,SEC11A,"SEC11 homolog A, signal peptidase complex subunit",23478,SEC11A
216275_at,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,699,BUB1
216276_s_at,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),1587,ADAM3A
216277_at,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,699,BUB1
216278_at,,,,
216279_at,ZNF460,zinc finger protein 460,10794,ZNF460
216280_s_at,DICER1,"dicer 1, ribonuclease III",23405,DICER1
216281_at,DICER1,"dicer 1, ribonuclease III",23405,DICER1
216282_x_at,POLR2C,RNA polymerase II subunit C,5432,POLR2C
216283_s_at,PVR,poliovirus receptor,5817,PVR
216284_at,,,,
216285_at,TSSK2///DGCR14,testis specific serine kinase 2///DiGeorge syndrome critical region gene 14,23617///8220,TSSK2
216286_at,,,,
216287_at,,,,
216288_at,CYSLTR1,cysteinyl leukotriene receptor 1,10800,CYSLTR1
216289_at,ADGRD2,adhesion G protein-coupled receptor D2,347088,ADGRD2
216290_x_at,,,,
216291_at,ZNF440,zinc finger protein 440,126070,ZNF440
216292_at,,,,
216293_at,CLTA,clathrin light chain A,1211,CLTA
216294_s_at,KIAA1109,KIAA1109,84162,KIAA1109
216295_s_at,CLTA,clathrin light chain A,1211,CLTA
216296_at,CLTA,clathrin light chain A,1211,CLTA
216297_at,,,,
216298_at,TARP,TCR gamma alternate reading frame protein,445347,TARP
216299_s_at,XRCC3,X-ray repair cross complementing 3,7517,XRCC3
216300_x_at,RARA,retinoic acid receptor alpha,5914,RARA
216301_at,,,,
216302_at,HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1,heterogeneous nuclear ribonucleoprotein C-like 4///heterogeneous nuclear ribonucleoprotein C-like 3///heterogeneous nuclear ribonucleoprotein C-like 2///heterogeneous nuclear ribonucleoprotein C-like 1,101060301///649330///440563///343069,HNRNPCL4
216303_s_at,MTMR1,myotubularin related protein 1,8776,MTMR1
216304_x_at,YME1L1,YME1 like 1 ATPase,10730,YME1L1
216305_s_at,GCFC2,GC-rich sequence DNA-binding factor 2,6936,GCFC2
216306_x_at,MIR4745///PTBP1,microRNA 4745///polypyrimidine tract binding protein 1,100616459///5725,MIR4745
216307_at,DGKB,diacylglycerol kinase beta,1607,DGKB
216308_x_at,GRHPR,glyoxylate and hydroxypyruvate reductase,9380,GRHPR
216309_x_at,JRK,Jrk helix-turn-helix protein,8629,JRK
216310_at,TAOK1,TAO kinase 1,57551,TAOK1
216311_at,OVOL3,ovo like zinc finger 3,728361,OVOL3
216312_at,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,492,ATP2B3
216313_at,PCDHB17P,protocadherin beta 17 pseudogene,54661,PCDHB17P
216314_at,CRISP1,cysteine rich secretory protein 1,167,CRISP1
216315_x_at,,,,
216316_x_at,GK6P,glycerol kinase 6 pseudogene,201989,GK6P
216317_x_at,RHD///RHCE,Rh blood group D antigen///Rh blood group CcEe antigens,6007///6006,RHD
216318_at,IGHA2///IGHA1///IGH,immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,3494///3493///3492,IGHA2
216319_at,,,,
216320_x_at,MST1,macrophage stimulating 1,4485,MST1
216321_s_at,NR3C1,nuclear receptor subfamily 3 group C member 1,2908,NR3C1
216322_at,CD58,CD58 molecule,965,CD58
216323_x_at,TUBA3D///TUBA3C,tubulin alpha 3d///tubulin alpha 3c,113457///7278,TUBA3D
216324_at,,,,
216325_x_at,RTEL1-TNFRSF6B///RTEL1,RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1,100533107///51750,RTEL1-TNFRSF6B
216326_s_at,HDAC3,histone deacetylase 3,8841,HDAC3
216327_s_at,SIGLEC8,sialic acid binding Ig like lectin 8,27181,SIGLEC8
216328_at,SIGLEC8,sialic acid binding Ig like lectin 8,27181,SIGLEC8
216329_at,,,,
216330_s_at,POU6F1,POU class 6 homeobox 1,5463,POU6F1
216331_at,ITGA7,integrin subunit alpha 7,3679,ITGA7
216332_at,POU6F1,POU class 6 homeobox 1,5463,POU6F1
216333_x_at,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146,TNXB
216334_s_at,CYP2A7P1,cytochrome P450 family 2 subfamily A member 7 pseudogene 1,1550,CYP2A7P1
216336_x_at,MT1E,metallothionein 1E,4493,MT1E
216337_at,,,,
216338_s_at,YIPF3,Yip1 domain family member 3,25844,YIPF3
216339_s_at,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146,TNXB
216340_s_at,CYP2A7P1,cytochrome P450 family 2 subfamily A member 7 pseudogene 1,1550,CYP2A7P1
216341_s_at,GNRHR,gonadotropin releasing hormone receptor,2798,GNRHR
216342_x_at,,,,
216343_at,,,,
216344_at,NPHP4,nephronophthisis 4,261734,NPHP4
216345_at,ZSWIM8,zinc finger SWIM-type containing 8,23053,ZSWIM8
216346_at,SEC14L3,SEC14 like lipid binding 3,266629,SEC14L3
216347_s_at,PPP1R13B,protein phosphatase 1 regulatory subunit 13B,23368,PPP1R13B
216348_at,,,,
216349_at,DGKH,diacylglycerol kinase eta,160851,DGKH
216350_s_at,ZNF10,zinc finger protein 10,7556,ZNF10
216351_x_at,DAZ4///DAZ2///DAZ3///DAZ1,deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1,57135///57055///57054///1617,DAZ4
216352_x_at,PCDHGA3,"protocadherin gamma subfamily A, 3",56112,PCDHGA3
216353_s_at,,,,
216354_at,,,,
216355_at,PCDHB17P,protocadherin beta 17 pseudogene,54661,PCDHB17P
216356_x_at,BAIAP3,BAI1 associated protein 3,8938,BAIAP3
216357_at,SNX1,sorting nexin 1,6642,SNX1
216358_at,,,,
216359_at,MUC7,"mucin 7, secreted",4589,MUC7
216360_x_at,RRP12,ribosomal RNA processing 12 homolog,23223,RRP12
216361_s_at,KAT6A,lysine acetyltransferase 6A,7994,KAT6A
216362_at,,,,
216363_at,,,,
216364_s_at,AFF2,AF4/FMR2 family member 2,2334,AFF2
216365_x_at,IGLJ3///CKAP2,immunoglobulin lambda joining 3///cytoskeleton associated protein 2,28831///26586,IGLJ3
216366_x_at,,,,
216367_at,COL4A3,collagen type IV alpha 3 chain,1285,COL4A3
216368_s_at,COL4A3,collagen type IV alpha 3 chain,1285,COL4A3
216369_at,,,,
216370_s_at,TKTL1,transketolase like 1,8277,TKTL1
216371_at,,,,
216372_at,,,,
216373_at,TAPT1,transmembrane anterior posterior transformation 1,202018,TAPT1
216374_at,,,,
216375_s_at,ETV5,ETS variant 5,2119,ETV5
216376_x_at,,,,
216377_x_at,ALPPL2,"alkaline phosphatase, placental like 2",251,ALPPL2
216378_at,,,,
216379_x_at,CD24,CD24 molecule,100133941,CD24
216380_x_at,,,,
216381_x_at,AKR7A3,aldo-keto reductase family 7 member A3,22977,AKR7A3
216382_s_at,KMT2D,lysine methyltransferase 2D,8085,KMT2D
216383_at,,,,
216384_x_at,LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA,"prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha",100506248///100422885///100422872///100302285///728026///5757,LOC100506248
216385_at,LOC220077,dedicator of cytokinesis 1 pseudogene,220077,LOC220077
216386_at,LOC220077,dedicator of cytokinesis 1 pseudogene,220077,LOC220077
216387_x_at,,,,
216388_s_at,LTB4R,leukotriene B4 receptor,1241,LTB4R
216389_s_at,DCAF11,DDB1 and CUL4 associated factor 11,80344,DCAF11
216390_at,LCAT,lecithin-cholesterol acyltransferase,3931,LCAT
216391_s_at,KLHL1,kelch like family member 1,57626,KLHL1
216392_s_at,SEC23IP,SEC23 interacting protein,11196,SEC23IP
216393_at,C10orf12,chromosome 10 open reading frame 12,26148,C10orf12
216394_x_at,,,,
216395_at,FBXL18,F-box and leucine rich repeat protein 18,80028,FBXL18
216396_s_at,EI24,"EI24, autophagy associated transmembrane protein",9538,EI24
216397_s_at,MIR7112///BOP1,microRNA 7112///block of proliferation 1,102465906///23246,MIR7112
216398_at,GYPB,glycophorin B (MNS blood group),2994,GYPB
216399_s_at,SCAPER,S-phase cyclin A associated protein in the ER,49855,SCAPER
216400_at,LOC100510710///GBAP1,glucosylceramidase-like///glucosylceramidase beta pseudogene 1,100510710///2630,LOC100510710
216401_x_at,MLIP,muscular LMNA-interacting protein,90523,MLIP
216402_at,SEC14L4,SEC14 like lipid binding 4,284904,SEC14L4
216403_at,SP3P,Sp3 transcription factor pseudogene,160824,SP3P
216404_at,ATXN8OS,ATXN8 opposite strand (non-protein coding),6315,ATXN8OS
216405_at,,,,
216406_at,,,,
216407_at,VAC14,"Vac14, PIKFYVE complex component",55697,VAC14
216408_at,OR2B2,olfactory receptor family 2 subfamily B member 2,81697,OR2B2
216409_at,ACSL6,acyl-CoA synthetase long-chain family member 6,23305,ACSL6
216410_at,,,,
216411_s_at,GALK2,galactokinase 2,2585,GALK2
216412_x_at,CKAP2///IGLC1,cytoskeleton associated protein 2///immunoglobulin lambda constant 1,26586///3537,CKAP2
216413_at,,,,
216414_at,,,,
216415_at,DNAH3,dynein axonemal heavy chain 3,55567,DNAH3
216416_at,,,,
216417_x_at,HOXB9,homeobox B9,3219,HOXB9
216418_at,,,,
216419_at,CROCC,"ciliary rootlet coiled-coil, rootletin",9696,CROCC
216420_at,,,,
216421_at,,,,
216422_at,,,,
216423_at,,,,
216424_at,CD4,CD4 molecule,920,CD4
216425_at,,,,
216426_at,,,,
216427_at,TMEM92-AS1,TMEM92 antisense RNA 1,103752589,TMEM92-AS1
216428_x_at,KIR3DX1,"killer cell immunoglobulin like receptor, three Ig domains X1",90011,KIR3DX1
216429_at,,,,
216430_x_at,IGLV1-44,immunoglobulin lambda variable 1-44,28823,IGLV1-44
216431_at,,,,
216432_at,SLC28A2,solute carrier family 28 member 2,9153,SLC28A2
216433_s_at,PRDM2,PR/SET domain 2,7799,PRDM2
216434_at,TTC38,tetratricopeptide repeat domain 38,55020,TTC38
216435_at,MAP2K5,mitogen-activated protein kinase kinase 5,5607,MAP2K5
216436_at,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4,30849,PIK3R4
216437_at,,,,
216438_s_at,TMSB4X,"thymosin beta 4, X-linked",7114,TMSB4X
216439_at,TNK2,tyrosine kinase non receptor 2,10188,TNK2
216440_at,,,,
216441_at,,,,
216442_x_at,FN1,fibronectin 1,2335,FN1
216443_at,,,,
216444_at,,,,
216445_at,PRDM2,PR/SET domain 2,7799,PRDM2
216446_at,,,,
216447_at,,,,
216448_at,,,,
216449_x_at,HSP90B1,heat shock protein 90 beta family member 1,7184,HSP90B1
216450_x_at,HSP90B1,heat shock protein 90 beta family member 1,7184,HSP90B1
216451_at,STK38,serine/threonine kinase 38,11329,STK38
216452_at,TRPM3,transient receptor potential cation channel subfamily M member 3,80036,TRPM3
216453_at,ZNF287,zinc finger protein 287,57336,ZNF287
216454_at,TRMT1,tRNA methyltransferase 1,55621,TRMT1
216455_at,LOC101927181,uncharacterized LOC101927181,101927181,LOC101927181
216456_at,,,,
216457_s_at,SF3A1,splicing factor 3a subunit 1,10291,SF3A1
216458_at,PQLC3,PQ loop repeat containing 3,130814,PQLC3
216459_x_at,DDR1-AS1,DDR1 antisense RNA 1 (head to head),414771,DDR1-AS1
216460_at,LOC101927181,uncharacterized LOC101927181,101927181,LOC101927181
216461_at,,,,
216462_at,,,,
216463_at,,,,
216464_x_at,PTGDR2,prostaglandin D2 receptor 2,11251,PTGDR2
216465_at,,,,
216466_at,NAV3,neuron navigator 3,89795,NAV3
216467_s_at,,,,
216468_s_at,ZNF682,zinc finger protein 682,91120,ZNF682
216469_at,LOC102725136///LOC441666,putative zinc finger protein ENSP00000328166-like///zinc finger protein 91 pseudogene,102725136///441666,LOC102725136
216470_x_at,PRSS2,"protease, serine 2",5645,PRSS2
216471_x_at,SSX2B///SSX2,SSX family member 2B///SSX family member 2,727837///6757,SSX2B
216472_at,,,,
216473_x_at,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX4L1,double homeobox 4 like 24///D4Z4 binding element transcript (non-protein coding)///double homeobox protein 4-like///double homeobox 4///double homeobox protein 4-like protein 2-like///double homeobox 4 like 2///double homeobox 4 like 3///double homeobox 4 like 5///double homeobox 4 like 6///double homeobox 4 like 7///double homeobox protein 4-like protein 4-like///double homeobox 4 like 4///double homeobox 4 like 8///double homeobox 4 like 1,102723449///100419743///100291626///100288687///100288289///728410///653548///653545///653544///653543///652301///441056///26583///22947,DUX4L24
216474_x_at,TPSB2///TPSAB1,tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1,64499///7177,TPSB2
216475_at,,,,
216476_at,,,,
216477_at,,,,
216478_at,,,,
216479_at,RPL21P28///SNORA27///SNORD102///RPL21,"ribosomal protein L21 pseudogene 28///small nucleolar RNA, H/ACA box 27///small nucleolar RNA, C/D box 102///ribosomal protein L21",100131205///619499///26771///6144,RPL21P28
216480_x_at,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",8028,MLLT10
216481_at,GRIP2,glutamate receptor interacting protein 2,80852,GRIP2
216482_x_at,ZNF79,zinc finger protein 79,7633,ZNF79
216483_s_at,MYDGF,myeloid derived growth factor,56005,MYDGF
216484_x_at,,,,
216485_s_at,TPSAB1,tryptase alpha/beta 1,7177,TPSAB1
216486_x_at,ZNF79,zinc finger protein 79,7633,ZNF79
216487_at,,,,
216488_s_at,ATP11A,ATPase phospholipid transporting 11A,23250,ATP11A
216489_at,LOC101927086,uncharacterized LOC101927086,101927086,LOC101927086
216490_x_at,,,,
216491_x_at,IGHM,immunoglobulin heavy constant mu,3507,IGHM
216492_at,KIR3DX1,"killer cell immunoglobulin like receptor, three Ig domains X1",90011,KIR3DX1
216493_s_at,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,10643,IGF2BP3
216494_at,,,,
216495_x_at,,,,
216496_s_at,,,,
216497_at,,,,
216498_at,,,,
216499_at,LOC102723620,uncharacterized LOC102723620,102723620,LOC102723620
216500_at,,,,
216501_at,VAC14,"Vac14, PIKFYVE complex component",55697,VAC14
216502_at,ISG20L2,interferon stimulated exonuclease gene 20 like 2,81875,ISG20L2
216503_s_at,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",8028,MLLT10
216504_s_at,SLC39A8,solute carrier family 39 member 8,64116,SLC39A8
216505_x_at,,,,
216506_x_at,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",8028,MLLT10
216507_at,TAPT1,transmembrane anterior posterior transformation 1,202018,TAPT1
216508_x_at,,,,
216509_x_at,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",8028,MLLT10
216510_x_at,IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,28442///28396///3507///3500///3493,IGHV3-23
216511_s_at,TCF7L2,transcription factor 7 like 2,6934,TCF7L2
216512_s_at,DCT,dopachrome tautomerase,1638,DCT
216513_at,DCT,dopachrome tautomerase,1638,DCT
216514_at,,,,
216515_x_at,MIR1244-3,microRNA 1244-3,100422872,MIR1244-3
216516_at,,,,
216517_at,IGKC,immunoglobulin kappa constant,3514,IGKC
216518_at,,,,
216519_s_at,PROSC,proline synthetase cotranscribed homolog (bacterial),11212,PROSC
216520_s_at,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1",101928826///7178,LOC101928826
216521_s_at,BRCC3,BRCA1/BRCA2-containing complex subunit 3,79184,BRCC3
216522_at,OR2B6,olfactory receptor family 2 subfamily B member 6,26212,OR2B6
216524_x_at,,,,
216525_x_at,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3",5387,PMS2P3
216526_x_at,HLA-C,"major histocompatibility complex, class I, C",3107,HLA-C
216527_at,HCG18,HLA complex group 18 (non-protein coding),414777,HCG18
216528_at,,,,
216529_at,,,,
216530_at,,,,
216531_at,YY2///MBTPS2,"YY2 transcription factor///membrane bound transcription factor peptidase, site 2",404281///51360,YY2
216532_x_at,,,,
216533_at,PCCA,propionyl-CoA carboxylase alpha subunit,5095,PCCA
216534_at,,,,
216535_at,CADM3,cell adhesion molecule 3,57863,CADM3
216536_at,OR7E19P,olfactory receptor family 7 subfamily E member 19 pseudogene,26651,OR7E19P
216537_s_at,SIGLEC7,sialic acid binding Ig like lectin 7,27036,SIGLEC7
216538_at,,,,
216539_at,ATXN3L,ataxin 3 like,92552,ATXN3L
216540_at,YME1L1,YME1 like 1 ATPase,10730,YME1L1
